"","coname","locnum","staddr","stcity","state","zip","year","source","latitude","longitude","store_type","naics_6"
"3521","Dollar Tree","705040522","60 Shops At 5 Way","Plymouth","MA","02360",2021,"Data Axle","041.929828",-70.65434,"Dollar Store","452319"
"3522","Levine's Kosher Meat Market","705045631","474 Lowell St Ste 11","Peabody","MA","01960",2021,"Data Axle","042.540779",-70.973481,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3523","Dale's Corner","705076547","142 Dickinson St","Springfield","MA","01108",2021,"Data Axle","042.090306",-72.566111,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3524","Country Fair","705091350","423 James St","Chicopee","MA","01020",2021,"Data Axle","042.202408",-72.576487,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3525","Quick Stop","705107643","841 Eastern Ave","Malden","MA","02148",2021,"Data Axle","042.429750",-71.045783,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3526","Ashby Wilmart","705147204","1274 Main St","Ashby","MA","01431",2021,"Data Axle","042.682419",-71.835136,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3527","Quick Stop","705177472","343 Broadway","Raynham","MA","02767",2021,"Data Axle","041.938641",-71.079352,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3528","Nick's Produce Inc","705186647",NA,"Revere","MA","02151",2021,"Data Axle","042.414600",-71.0039,"Fruit and Vegetable Markets","445230"
"3529","Cape Cod Convenience","705251151","50 Long Pond Dr","South Yarmouth","MA","02664",2021,"Data Axle","041.656645",-70.206347,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3530","Los Compadres Market","705277559","92 Bow St","Everett","MA","02149",2021,"Data Axle","042.397295",-71.063655,"Supermarket or Other Grocery","445110"
"3531","Barre General Store","705301089","540 Vernon Ave","South Barre","MA","01074",2021,"Data Axle","042.385162",-72.096992,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3532","South Main Convenience","705372322","407 S Main St","Fall River","MA","02721",2021,"Data Axle","041.697845",-71.159919,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3533","Big Rock Oyster","705382228","501 Depot St","Harwich","MA","02645",2021,"Data Axle","041.688537",-70.126122,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3534","Dollar General","705407681","250 Westfield Rd","Holyoke","MA","01040",2021,"Data Axle","042.190422",-72.639727,"Dollar Store","452319"
"3535","CVS/PHARMACY","705407717","984 Worcester St","Wellesley","MA","02482",2021,"Data Axle","042.303749",-71.32486,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3536","Latin Meats","705422799","891 Main St","Worcester","MA","01610",2021,"Data Axle","042.252425",-71.817562,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3537","Seven Days Food Mart","705422816","1220 Wilbur Ave","Somerset","MA","02725",2021,"Data Axle","041.723934",-71.179115,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3538","Atlas Farm Store","705450044","218 Greenfield Rd","South Deerfield","MA","01373",2021,"Data Axle","042.501308",-72.608231,"Fruit and Vegetable Markets","445230"
"3539","Dollar Tree","705479977","91 W Boylston St","West Boylston","MA","01583",2021,"Data Axle","042.356513",-71.783257,"Dollar Store","452319"
"3540","Formaggio Kitchen Online","705479981","67 Smith Pl","Cambridge","MA","02138",2021,"Data Axle","042.393402",-71.15229,"Supermarket or Other Grocery","445110"
"3541","Dollar General","705524302","54 W Main St","Brookfield","MA","01506",2021,"Data Axle","042.209000",-72.099,"Dollar Store","452319"
"3542","Dollar General","705558594","164 State Rd E","Westminster","MA","01473",2021,"Data Axle","042.557874",-71.873647,"Dollar Store","452319"
"3543","Woodbery Market","705558595","157 Essex St","Beverly","MA","01915",2021,"Data Axle","042.560179",-70.870231,"Supermarket or Other Grocery","445110"
"3544","Stop & Go","705586952","915 Main St","Holyoke","MA","01040",2021,"Data Axle","042.186228",-72.626025,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3545","Mini Central","705588251","140 Harvard St","Dorchester","MA","02124",2021,"Data Axle","042.296215",-71.080584,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3546","Choise Inc","705588260","2 Galleria Mall Dr","Taunton","MA","02780",2021,"Data Axle","041.864025",-71.051842,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3547","Family Dollar Store","705610663","50 Central Ave","Lynn","MA","01901",2021,"Data Axle","042.463200",-70.9457,"Dollar Store","452319"
"3548","Brothers Marketplace","705653716","41 Center St","Weston","MA","02493",2021,"Data Axle","042.367060",-71.300865,"Supermarket or Other Grocery","445110"
"3549","Diamond Gourmet","705673282","1274 Main St","Brockton","MA","02301",2021,"Data Axle","042.060225",-71.01393,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3550","Restaurant Depot","705673351","146 Dascomb Rd Ste 2","Andover","MA","01810",2021,"Data Axle","042.652100",-71.158,"Warehouse Clubs and Supercenters","452311"
"3551","Spring Street Market & Cafe","705768367","66 Spring St","Williamstown","MA","01267",2021,"Data Axle","042.710255",-73.204201,"Supermarket or Other Grocery","445110"
"3552","CVS/PHARMACY","705776109","72 Washington St","Foxboro","MA","02035",2021,"Data Axle","042.090527",-71.270065,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3553","Buckys","705808055","528 Buck Island Rd","West Yarmouth","MA","02673",2021,"Data Axle","041.660784",-70.255357,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3554","Boston Fresh","705827534","1020 W Chestnut St","Brockton","MA","02301",2021,"Data Axle","042.053158",-71.057832,"Fruit and Vegetable Markets","445230"
"3555","Patel & Patel Indian Grocery","705840084","856 N Main St","Fall River","MA","02720",2021,"Data Axle","041.713377",-71.153302,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3556","Zihazz Inc","705855739","391 Essex St","Lynn","MA","01902",2021,"Data Axle","042.468946",-70.942083,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3557","Organic Market","705959287","32 Market St","Mashpee","MA","02649",2021,"Data Axle","041.615955",-70.491391,"Supermarket or Other Grocery","445110"
"3558","Chicopee Convenience Mart","705971228","201 Exchange St","Chicopee","MA","01013",2021,"Data Axle","042.148070",-72.609412,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3559","Dollar Tree","705984972","259 Bowdoin St","Dorchester","MA","02122",2021,"Data Axle","042.306285",-71.066554,"Dollar Store","452319"
"3560","Dollar Tree","705994799","1060 Wilbraham Rd Ste 4","Springfield","MA","01109",2021,"Data Axle","042.115796",-72.526348,"Dollar Store","452319"
"3561","Kalamos Market","705994800","118 June St","Worcester","MA","01602",2021,"Data Axle","042.264169",-71.833086,"Supermarket or Other Grocery","445110"
"3562","ALDI","706069764","1284 Boston Rd","Springfield","MA","01119",2021,"Data Axle","042.140801",-72.501144,"Supermarket or Other Grocery","445110"
"3563","Dollar General","706069781","121 Webster Ave Ste 2","Chelsea","MA","02150",2021,"Data Axle","042.401833",-71.024121,"Dollar Store","452319"
"3564","Family Dollar Store","706069785","90 Union St","Easthampton","MA","01027",2021,"Data Axle","042.266494",-72.670388,"Dollar Store","452319"
"3565","Family Dollar Store","706069799","354 Main St","Indian Orchard","MA","01151",2021,"Data Axle","042.158692",-72.493452,"Dollar Store","452319"
"3566","Dollar Tree","706069803","146 S Main St Ste 11","Milford","MA","01757",2021,"Data Axle","042.125868",-71.517021,"Dollar Store","452319"
"3567","ALDI","706069818","903 Riverdale St","West Springfield","MA","01089",2021,"Data Axle","042.128805",-72.626443,"Supermarket or Other Grocery","445110"
"3568","ALDI","706069823","354 Russell St","Hadley","MA","01035",2021,"Data Axle","042.359140",-72.55189,"Supermarket or Other Grocery","445110"
"3569","America Baker's","706072596","22 College Ave","Somerville","MA","02144",2021,"Data Axle","042.397252",-71.121947,"Supermarket or Other Grocery","445110"
"3570","Rescor of Quincy Market Inc","706083553","1 Faneuil Hall Market Pl","Boston","MA","02109",2021,"Data Axle","042.359651",-71.055948,"Supermarket or Other Grocery","445110"
"3571","Asia Gourmet","706107213","264 Washington St","Malden","MA","02148",2021,"Data Axle","042.436104",-71.071837,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3572","Zaytoun Market","706108803","62 Concord Ave","Belmont","MA","02478",2021,"Data Axle","042.391117",-71.160103,"Supermarket or Other Grocery","445110"
"3573","Dollar General","706153191","2 Callahan Dr","Pittsfield","MA","01201",2021,"Data Axle","042.452500",-73.2511,"Dollar Store","452319"
"3574","Honey Farms","706171861","134 Leominster Shirley Rd","Lunenburg","MA","01462",2021,"Data Axle","042.536697",-71.705499,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3575","7-ELEVEN","706198527","473 W Broadway","South Boston","MA","02127",2021,"Data Axle","042.335503",-71.046114,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3576","Fresh Catch","706234432","463 E Washington St","North Attleboro","MA","02760",2021,"Data Axle","041.979733",-71.328865,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3577","Brothers Marketplace","706261816","446 Main St","Medfield","MA","02052",2021,"Data Axle","042.186828",-71.304228,"Supermarket or Other Grocery","445110"
"3578","Market Basket","706330205","875 East St","Tewksbury","MA","01876",2021,"Data Axle","042.615711",-71.19417,"Supermarket or Other Grocery","445110"
"3579","Dollar Tree","706368652","1163 Providence Rd # B","Whitinsville","MA","01588",2021,"Data Axle","042.124907",-71.646212,"Dollar Store","452319"
"3580","D Market","706397223","658 Washington St","Dorchester","MA","02124",2021,"Data Axle","042.288908",-71.070969,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3581","Dollar Tree","706430692","41 Worcester Rd","Webster","MA","01570",2021,"Data Axle","042.062206",-71.865784,"Dollar Store","452319"
"3582","Armata's Market","706475967","901 Shaker Rd","Longmeadow","MA","01106",2021,"Data Axle","042.033284",-72.553625,"Supermarket or Other Grocery","445110"
"3583","Fuzhou Gourmet Inc","706528980","10 Brook St","Quincy","MA","02170",2021,"Data Axle","042.265975",-71.020933,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3584","Market Basket","706614319","110 Market Place Dr","Waltham","MA","02451",2021,"Data Axle","042.381065",-71.263214,"Supermarket or Other Grocery","445110"
"3585","N M Food Mart","706625499","18 Norwood St","Everett","MA","02149",2021,"Data Axle","042.407185",-71.056616,"Supermarket or Other Grocery","445110"
"3586","Los Socios Market","706632476","296 Broadway","Lawrence","MA","01841",2021,"Data Axle","042.709609",-71.172588,"Supermarket or Other Grocery","445110"
"3587","Cumberland Farms","706640326","306 Crescent St","Brockton","MA","02302",2021,"Data Axle","042.080544",-71.008583,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3588","Indo American","706640360","485 Great Rd Ste 8","Acton","MA","01720",2021,"Data Axle","042.515338",-71.427846,"Supermarket or Other Grocery","445110"
"3589","99 Asian Supermarket","706648088","60 Broadway","Malden","MA","02148",2021,"Data Axle","042.425411",-71.042877,"Supermarket or Other Grocery","445110"
"3590","Crock Style Cheese","706648089","83 E Water St","Rockland","MA","02370",2021,"Data Axle","042.128064",-70.911564,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3591","Mother Juice","706679889","625 W Kendall St","Cambridge","MA","02142",2021,"Data Axle","042.364549",-71.082065,"Fruit and Vegetable Markets","445230"
"3592","Market Basket","706695191","147 Tower Rd # 2246","Athol","MA","01331",2021,"Data Axle","042.578181",-72.187728,"Supermarket or Other Grocery","445110"
"3593","Night Market","706714313","48 Jfk St","Cambridge","MA","02138",2021,"Data Axle","042.372160",-71.120206,"Supermarket or Other Grocery","445110"
"3594","Family Dollar Store","706761444","198 Main St","Amesbury","MA","01913",2021,"Data Axle","042.854900",-70.9347,"Dollar Store","452319"
"3595","Smart Stop","706772089","419 Taunton Ave","Seekonk","MA","02771",2021,"Data Axle","041.826151",-71.329183,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3596","Bizarro Food Mart","706853283","556 Kempton St","New Bedford","MA","02740",2021,"Data Axle","041.636326",-70.939792,"Supermarket or Other Grocery","445110"
"3597","Eva's Farm","706867497","210 S Main St","Middleton","MA","01949",2021,"Data Axle","042.579695",-70.999906,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3598","Shive Conveniei Ce Inc","706875781","670 Spring St","Winchendon","MA","01475",2021,"Data Axle","042.667501",-72.011196,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3599","Boskis Market","706921539","291 Burncoat St","Worcester","MA","01606",2021,"Data Axle","042.306261",-71.788904,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3600","Market Basket","706921570","301 Constitution Ave","Littleton","MA","01460",2021,"Data Axle","042.553265",-71.476936,"Supermarket or Other Grocery","445110"
"3601","Target","706932486","210 Ballardvale St","Wilmington","MA","01887",2021,"Data Axle","042.589462",-71.160595,"Supermarket or Other Grocery","452210"
"3602","1 Food Mart","706943328","1 Cushing Ave","Belmont","MA","02478",2021,"Data Axle","042.380574",-71.174345,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3603","Gibbs Oil","706991424","100 Maple St","Danvers","MA","01923",2021,"Data Axle","042.567831",-70.938125,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3604","Stillman Quality Meats LLC","707014185","3674 Greenwich Rd","Hardwick","MA","01082",2021,"Data Axle","042.269100",-72.251,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3605","Family Dollar Store","707035613","691 College Hwy","Southwick","MA","01077",2021,"Data Axle","042.072742",-72.766627,"Dollar Store","452319"
"3606","Dollar General","707048020","525 S Main St","Lanesborough","MA","01237",2021,"Data Axle","042.501412",-73.236837,"Dollar Store","452319"
"3607","Dollar General","707048022","342 W Boylston St","West Boylston","MA","01583",2021,"Data Axle","042.339582",-71.789747,"Dollar Store","452319"
"3608","Haq Mark Inc","707050222",NA,"Fall River","MA","02720",2021,"Data Axle","041.719500",-71.1386,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3609","Supreme Meat","707050227","55 Food Mart Rd","Boston","MA","02118",2021,"Data Axle","042.335918",-71.063118,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3610","Family Convenience Store","707050315","247 Jefferson Ave","Salem","MA","01970",2021,"Data Axle","042.506558",-70.901244,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3611","Dollar General","707062367","155 Columbia St","Adams","MA","01220",2021,"Data Axle","042.634510",-73.113182,"Dollar Store","452319"
"3612","7-ELEVEN","707062389","75 Copeland St","Quincy","MA","02169",2021,"Data Axle","042.242844",-71.018647,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3613","7-ELEVEN","707062396","95 Main St","Webster","MA","01570",2021,"Data Axle","042.049403",-71.885172,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3614","King St Convenience-Smoke Shop","707088342","60 King St","Northampton","MA","01060",2021,"Data Axle","042.320613",-72.631272,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3615","City Food Mart","707111580","571 Broadway","Chelsea","MA","02150",2021,"Data Axle","042.393875",-71.031712,"Supermarket or Other Grocery","445110"
"3616","Express Mart","707118883","4 Alfonse St","Woods Hole","MA","02543",2021,"Data Axle","041.529100",-70.6639,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3617","Richdale Convenience","707141514","58 Montvale Ave","Stoneham","MA","02180",2021,"Data Axle","042.481042",-71.107322,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3618","Happy Speedy","707258933","19 Calvin Rd","Watertown","MA","02472",2021,"Data Axle","042.370185",-71.155202,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3619","Dollar Tree","707272424","24 Blandin Ave","Framingham","MA","01702",2021,"Data Axle","042.277092",-71.409579,"Dollar Store","452319"
"3620","Park St Mini Market","707281035","104 Park St","Chelsea","MA","02150",2021,"Data Axle","042.390046",-71.037549,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3621","Cedars Convenience Plus","707305246","377 Cedar St","New Bedford","MA","02740",2021,"Data Axle","041.648159",-70.937317,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3622","Lido Juice","707328006","60 South St","Hingham","MA","02043",2021,"Data Axle","042.241726",-70.889558,"Fruit and Vegetable Markets","445230"
"3623","Bred Winner LLC","707333725","2255 Dorchester Ave","Dorchester","MA","02124",2021,"Data Axle","042.273381",-71.067997,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3624","Dominicana Market","707357985","324 Prospect St","Lawrence","MA","01841",2021,"Data Axle","042.718102",-71.155056,"Supermarket or Other Grocery","445110"
"3625","Dollar General","707385939","670 N Main St","Sheffield","MA","01257",2021,"Data Axle","042.124340",-73.356943,"Dollar Store","452319"
"3626","Nieves Groceries","707390727","891 Broadway","Chelsea","MA","02150",2021,"Data Axle","042.399455",-71.022311,"Supermarket or Other Grocery","445110"
"3627","Plimoth Fruit & Produce","707396147","8 Powell St","Plymouth","MA","02360",2021,"Data Axle","041.929966",-70.71245,"Fruit and Vegetable Markets","445230"
"3628","Olympic Market","707396150","404 N Main St","Brockton","MA","02301",2021,"Data Axle","042.093813",-71.019727,"Supermarket or Other Grocery","445110"
"3629","Fish Market","707473962","34 Atlantic Ave","Marblehead","MA","01945",2021,"Data Axle","042.499180",-70.855492,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3630","CVS/PHARMACY","707502768","1080 Eastern Ave","Malden","MA","02148",2021,"Data Axle","042.430730",-71.03893,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3631","Dollar Tree","707605569","50 Pulaski Blvd","Bellingham","MA","02019",2021,"Data Axle","042.018226",-71.497998,"Dollar Store","452319"
"3632","Colbea Enterprises","707621597","604 Hartford Tpke","Shrewsbury","MA","01545",2021,"Data Axle","042.262113",-71.694777,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3633","786 A1 Market Inc","707629503","359 Moody St","Waltham","MA","02453",2021,"Data Axle","042.369915",-71.23733,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3634","J W Mini Mart","707653351","693 State St","Springfield","MA","01109",2021,"Data Axle","042.109974",-72.569177,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3635","Pride Stores","707662956","75 West St","Springfield","MA","01104",2021,"Data Axle","042.129800",-72.5744,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3636","V & V Market Inc","707663018","273 S Union St","Lawrence","MA","01843",2021,"Data Axle","042.695258",-71.153832,"Supermarket or Other Grocery","445110"
"3637","Castle Hill Mini Mart","707663031","280 Jefferson Ave","Salem","MA","01970",2021,"Data Axle","042.504779",-70.901206,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3638","Pinecrest Convenience","707677117","450 Pearl St Ste 5","Stoughton","MA","02072",2021,"Data Axle","042.136301",-71.112389,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3639","Shaw's Supermarket","707694535","368 Southbridge St","Auburn","MA","01501",2021,"Data Axle","042.205921",-71.837655,"Supermarket or Other Grocery","445110"
"3640","Vargas Inc","707754753","462 Bridge St","Lowell","MA","01850",2021,"Data Axle","042.651201",-71.303626,"Supermarket or Other Grocery","445110"
"3641","Ams Corp","707836533","73 W Main St","Spencer","MA","01562",2021,"Data Axle","042.232347",-72.014486,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3642","Circle K","707896514","47 Harding St","Middleboro","MA","02346",2021,"Data Axle","041.902845",-70.96923,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3643","Circle K","707896518","68 S Main St","Assonet","MA","02702",2021,"Data Axle","041.787207",-71.07731,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3644","Target","707904115","221 University Ave","Westwood","MA","02090",2021,"Data Axle","042.204929",-71.155281,"Supermarket or Other Grocery","452210"
"3645","C 2 Z Convenience Store","708116335","1212 Main St","Springfield","MA","01103",2021,"Data Axle","042.100849",-72.587509,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3646","Auction Store","708200740","75 Swansea Mall Dr","Swansea","MA","02777",2021,"Data Axle","041.747100",-71.2118,"Supermarket or Other Grocery","445110"
"3647","Roche Bros","708222837","8 Summer St # 1","Boston","MA","02110",2021,"Data Axle","042.355409",-71.060074,"Supermarket or Other Grocery","445110"
"3648","Circle K","708222851","1385 Pleasant St","Bridgewater","MA","02324",2021,"Data Axle","041.968942",-71.021033,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3649","Circle K","708222866","4 Chace Rd","East Freetown","MA","02717",2021,"Data Axle","041.770564",-70.957512,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3650","Daily Table","708235793","450 Washington St","Dorchester","MA","02124",2021,"Data Axle","042.295882",-71.071859,"Supermarket or Other Grocery","445110"
"3651","Price Rite","708242614","666 Washington St","Stoughton","MA","02072",2021,"Data Axle","042.128060",-71.101758,"Supermarket or Other Grocery","445110"
"3652","Gold Star Market","708282989","634 State Rd","Dartmouth","MA","02747",2021,"Data Axle","041.640457",-71.018052,"Supermarket or Other Grocery","445110"
"3653","Pride Stores LLC","708290501","444 Russell St","Hadley","MA","01035",2021,"Data Axle","042.364871",-72.537648,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3654","Brookies","708291499","285 W Main St","East Brookfield","MA","01515",2021,"Data Axle","042.217274",-72.073441,"Supermarket or Other Grocery","445110"
"3655","Custom Source LLC","708401548","4 New St","Worcester","MA","01605",2021,"Data Axle","042.284573",-71.79599,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3656","Pride Stores","708419070","478 Center St","Ludlow","MA","01056",2021,"Data Axle","042.170624",-72.478725,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3657","Lucky Convenience Mart","708583032","1 Pauline St","Winthrop","MA","02152",2021,"Data Axle","042.377065",-70.98469,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3658","Quench Juicery","708592427","1515 Hancock St # 102","Quincy","MA","02169",2021,"Data Axle","042.247836",-71.001588,"Fruit and Vegetable Markets","445230"
"3659","Walden Local Meat","708799035","18 Esquire Rd","North Billerica","MA","01862",2021,"Data Axle","042.561743",-71.302629,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3660","Carew Mini Market","708946528","158 Carew St","Springfield","MA","01104",2021,"Data Axle","042.113377",-72.5975,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3661","Rose Water Market","708946574","20 S Summer St","Edgartown","MA","02539",2021,"Data Axle","041.384500",-70.5226,"Supermarket or Other Grocery","445110"
"3662","Wegmans","708953852","169 University Ave","Westwood","MA","02090",2021,"Data Axle","042.206684",-71.154579,"Supermarket or Other Grocery","445110"
"3663","Rogue Chopper","709061635","864 Plain St","Marshfield","MA","02050",2021,"Data Axle","042.107312",-70.752552,"Supermarket or Other Grocery","445110"
"3664","Dollar Tree","709218685","376 Main St","Wakefield","MA","01880",2021,"Data Axle","042.504023",-71.070201,"Dollar Store","452319"
"3665","Pantry","709417036","1622 Beacon St","Brookline","MA","02446",2021,"Data Axle","042.339838",-71.135195,"Supermarket or Other Grocery","445110"
"3666","Walgreens","709555627","107 High St","Danvers","MA","01923",2021,"Data Axle","042.558678",-70.93116,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3667","Market Innovations Inc","709964741","10 Union St Ste 1","Natick","MA","01760",2021,"Data Axle","042.284268",-71.339059,"Supermarket or Other Grocery","445110"
"3668","Interstate Mart","710046679","475 Sumner Ave","Springfield","MA","01108",2021,"Data Axle","042.085537",-72.558735,"Supermarket or Other Grocery","445110"
"3669","A To Z Convenience","710334149","1011 Route 28","South Yarmouth","MA","02664",2021,"Data Axle","041.657501",-70.203759,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3670","Luis Deli Grocery","710481670","74 Eastern Ave","Springfield","MA","01109",2021,"Data Axle","042.108904",-72.563784,"Supermarket or Other Grocery","445110"
"3671","R & R Food Market","710481696","4355 Washington St","Roslindale","MA","02131",2021,"Data Axle","042.283017",-71.132138,"Supermarket or Other Grocery","445110"
"3672","Pride Stores","710531643","1110 Wilbraham Rd","Springfield","MA","01109",2021,"Data Axle","042.116335",-72.524761,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3673","Cumberland Farms","710531663","121 Bay Rd","South Hamilton","MA","01982",2021,"Data Axle","042.610938",-70.873188,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3674","CVS/PHARMACY","710848245","210 Ballardvale St","Wilmington","MA","01887",2021,"Data Axle","042.589462",-71.160595,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3675","CVS/PHARMACY","710848247","221 University Ave","Westwood","MA","02090",2021,"Data Axle","042.204929",-71.155281,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"3676","East Broadway Market","711026372","869 E Broadway","South Boston","MA","02127",2021,"Data Axle","042.335589",-71.029414,"Supermarket or Other Grocery","445110"
"3677","Dollar General","711026390","3137 Cranberry Hwy","East Wareham","MA","02538",2021,"Data Axle","041.752891",-70.635941,"Dollar Store","452319"
"3678","Food 4 Thought Consulting","711122845","82 Herbert St","Framingham","MA","01702",2021,"Data Axle","042.270131",-71.41162,"Supermarket or Other Grocery","445110"
"3679","Phantom Gourmet","711128459","PO Box 269","Allston","MA","02134",2021,"Data Axle","042.354415",-71.132799,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3680","Nantucket Sound Seafood","711132724","120 Pond St # 120","Hopkinton","MA","01748",2021,"Data Axle","042.216978",-71.574409,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"3681","Jmj Inc","711135056","100 Cummings Ctr Ste 106K","Beverly","MA","01915",2021,"Data Axle","042.560268",-70.886779,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3682","Gourmet Foods Solutions","711334886","134 Avocado St","Springfield","MA","01104",2021,"Data Axle","042.108197",-72.608325,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3683","Ruiz Market","711385994","3 Blue Hill Ave","Roxbury","MA","02119",2021,"Data Axle","042.325161",-71.075336,"Supermarket or Other Grocery","445110"
"3684","Moabonguito Grocery Store","711386090","219 Dudley St","Roxbury","MA","02119",2021,"Data Axle","042.328330",-71.080652,"Supermarket or Other Grocery","445110"
"3685","Avery Food Corp","711424840","4 Avery St","Boston","MA","02111",2021,"Data Axle","042.352850",-71.063315,"Supermarket or Other Grocery","445110"
"3686","Oliva Gourmet Olive Oils-Vngrs","711543004","27 Housatonic St","Lenox","MA","01240",2021,"Data Axle","042.357855",-73.283104,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3687","Karl's Sausage Kitchen","711648196","1 Bourbon St","Peabody","MA","01960",2021,"Data Axle","042.545867",-70.980524,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"3688","One Stop Mart","711776418","337 Boston St","Lynn","MA","01905",2021,"Data Axle","042.466857",-70.96377,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3689","Lakeville Market","711776445","71 Main St Ste 4","Lakeville","MA","02347",2021,"Data Axle","041.870609",-70.931696,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3690","Deerfield Convenience","711804101","513 Greenfield Rd","Deerfield","MA","01342",2021,"Data Axle","042.539385",-72.602946,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"3691","Cheese Shop","711804129","45 Lafayette St","Salem","MA","01970",2021,"Data Axle","042.519859",-70.893234,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"3692","Dollar Tree","711824479","568 Main St Ste 2","Leominster","MA","01453",2021,"Data Axle","042.541349",-71.740057,"Dollar Store","452319"
